Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_text,job_state,age,python_yn,r_yn,spark_yn,aws_yn,excel_yn
Data Scientist,Employer Provided Salary:$88K - $110K,"We Are Overstock:
At Overstock.com, we believe that everyone should “Be You!”. Overstock is a community that upholds a culture of understanding, acceptance, and respect. We believe a person’s individuality is at the core of diversity, and those traits, beliefs, and characteristics should be valued and embraced. Living by this ethos is essential to the success of our business. Our goal is to foster a more diverse environment where every employee visibly demonstrates inclusive behaviors and respect for individuals.
This position is eligible for remote work. Currently we can hire employees in the following states: Arizona, California, Connecticut, Florida, Idaho, Kansas, Maine, Massachusetts, Michigan, Minnesota, New Hampshire, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Rhode Island, South Dakota, Texas, Utah, Washington, Wisconsin, Wyoming. This role will have occasional on site expectations.",3.1,"Overstock.com Inc.
3.1",Remote,1001 to 5000 Employees,1999,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),0,1,88,110,99.0,Overstock.com Inc.,Remote,24,0,0,0,0,0
Junior Data Scientist,Employer Provided Salary:$80K - $100K,"Club Quarters Application- US

Junior Data Scientist
The Junior Data Scientist is a talented, creative, and motivated data scientist who loves data. The role is supporting our organization with data research and transformation for analytics. This individual will be responsible for ensuring data availability in a timely manner and data accuracy from many disparate systems for reporting and statistical analysis.

MAJOR DUTIES AND RESPONSIBILITIES
•
Build and maintain systems and processes by which we can review and verify the integrity and quality of our data before sharing with internal and external parties
Monitor real-time incoming data to detect anomalies and identify ways to improve our data collection and monitoring systems
REQUIRED QUALIFICATIONS
•
EDUCATION AND EXPERIENCE
KEY RELATIONSHIPS",3.3,"Club Quarters
3.3","Stamford, CT",501 to 1000 Employees,-1,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,0,1,80,100,90.0,Club Quarters, CT,2024,0,0,0,0,0
Associate Data Engineer,Employer Provided Salary:$82K - $136K,"Who Are We?
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Job Category
Technology
Compensation Overview
The annual base salary range provided for this position is a nationwide market range and represents a broad range of salaries for this role across the country. The actual salary for this position will be determined by a number of factors, including the scope, complexity and location of the role; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. As part of our comprehensive compensation and benefits program, employees are also eligible for performance-based cash incentive awards.
Salary Range
$82,200.00 - $135,600.00
1
Travelers Data Engineering team constructs pipelines that contextualize and provide easy access to data by the entire enterprise. As an Associate Data Engineer you will aid in growing and transforming our analytics landscape. You will leverage your ability to rapidly grasp and design new technologies, as well as your creativity and curiosity to capture, explore and transform data to support Artificial Intelligence, Machine Learning and business intelligence/insights.

Work arrangement is based on location.",4.0,"The Travelers Companies, Inc.
4.0","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,1,82,136,109.0,"The Travelers Companies, Inc.", CT,170,0,0,0,0,0
Data Scientist,$96K - $139K (Glassdoor est.),"As a Data Scientist at Octo, you will work across our client engagements, providing expertise in data collection, data analysis, data mapping, data profiling, data mining, data modeling, predictive modeling, and machine learning to support an initiative within the Department of Veterans Affairs (VA). You will be responsible for solutioning and development of production-ready statistical and machine learning models that leverage healthcare, healthcare operations, and related datasets, as well as contribute to and produce technical and data process documentation. Must have experience in healthcare or healthcare analytics.
Us...
We were founded as a fresh alternative in the Government Consulting Community and are dedicated to the belief that results are a product of analytical thinking, agile design principles and that solutions are built in collaboration with, not for, our customers. This mantra drives us to succeed and act as true partners in advancing our client’s missions.",4.2,"Octo
4.2","Reston, VA",1001 to 5000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,0,96,139,117.5,Octo, VA,17,0,0,0,0,0
Data Scientist 2,$100K - $154K (Glassdoor est.),"Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.

Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.",3.9,"Oracle
3.9","Los Angeles, CA",10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,0,100,154,127.0,Oracle, CA,46,0,0,0,0,0
Associate Data Scientist,Employer Provided Salary:$70K - $110K,"Position: Associate Data Scientist
Location: Remote
Reports to: Chief Analytics Officer
Position Type: Full Time
Compensation: $70,000 - $110,000
Travel Required: Up to 5%

About Us: Netrush partners with brands to increase value at all points between your business and the consumer, bringing data, technology, strategy, and infrastructure to help them thrive on Amazon and other ecommerce platforms. With headquarters in Vancouver, Washington, and several processing facilities across North America, Netrush provides integrated retail capabilities ranging from logistics and data science to brand control and creative services, helping brands outsmart, not outspend, the competition.",3.0,"Netrush
3.0","Vancouver, WA",51 to 200 Employees,2006,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,1,70,110,90.0,Netrush, WA,17,0,0,0,0,0
Jr. Data Scientist,$65K - $104K (Glassdoor est.),"Job Type: Full Time
We are looking for Jr. Data Scientists to join our team.
Kyla is the next generation of healthcare tech. Our mission is to help people live longer and healthier. With the latest AI technologies, we provide the best digital healthcare for everyone. We have several digital products such as mobile app, and three web applications for companies and doctors. We work with Fortune 500 companies. Our solutions are used by thousands, and recently we won the Exceptional Innovation By The 2020 Pandemic Tech Innovation Awards. Our team is bright minds who love their job and development and are not afraid of working in a fast-growing lean startup.
If you would like to join us, do not hesitate to apply.
Required skills:",3.5,"Kyla
3.5","San Jose, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,65,104,84.5,Kyla, CA,2024,0,0,0,0,0
Junior Data Scientist,$84K - $120K (Glassdoor est.),"Overview:
LMI is a consultancy dedicated to powering a future-ready, high-performing government, drawing from expertise in digital and analytic solutions, logistics, and management advisory services. We deliver integrated capabilities that incorporate emerging technologies and are tailored to customers’ unique mission needs, backed by objective research and data analysis. Founded in 1961 to help the Department of Defense resolve complex logistics management challenges, LMI continues to enable growth and transformation, enhance operational readiness and resiliency, and ensure mission success for federal civilian and defense agencies. LMI was recently awarded the #1 spot on the Washington Post Top Workplaces list for 2021!

This position is embedded within our Advanced Analytics & AI practice. Leverage your curiosity and problem-solving skills to explore, discover, and predict patterns contained within data sets for a wide range of government clients. This includes the derivation of clear narratives that help our clients understand their data and how those insights address their research questions.
Responsibilities:
Qualifications:
EEO Statement:",4.2,"Logistics Management Institute
4.2","Tysons Corner, VA",1001 to 5000 Employees,1961,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,0,84,120,102.0,Logistics Management Institute, VA,62,0,0,0,0,0
Junior Scientific Programmer/Data Scientist,$70K - $105K (Glassdoor est.),"All required qualifications must be documented on application materials.

Required Qualifications:
B.A./B.S. in Computer Science/Math/Statistics/Physics/Informatics or related technical discipline and 2 years of related experience or a combination of education and experience in a research or technical environment to equal six (6) years.
Experience with Matlab or Python or R.
Experience with SQL or other database technology.
Experience writing code for complex computer programs independently. Please provide a link to samples of your code available online (Github or similar services).
Experience with basic machine learning or statistical methods.",4.2,"University of Minnesota
4.2","Minneapolis, MN",10000+ Employees,1851,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,70,105,87.5,University of Minnesota, MN,172,1,0,0,0,0
Data Scientist,Employer Provided Salary:$120K - $180K,"Title: Data Scientist
Duration: Full Time
Remote
Required Skills:
Min 15+ Years Exp Candidate Required
Design, create and maintain predictive data models will be the primary responsibility of the data scientist.
Utilize modern data preparation, integration and AI-enabled metadata management tools and techniques.
Track data consumption patterns.",5.0,"Hanker Systems Inc
5.0",Remote,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,1,120,180,150.0,Hanker Systems Inc,Remote,2024,0,0,0,0,0
Data Scientist or Bioinformatician (remote),Employer Provided Salary:$67K - $120K,"Center Information:
The Quantitative Biomedical Research Center (QBRC) is a well-established research center at UT Southwestern Medical Center (UTSW). It aims to foster collaborations involving quantitative methods and technologies in any aspect of biomedical research, particularly for understanding disease etiologies and developing treatment and prevention strategies. Currently, the center has six faculty members, around 40 staff members, postdocs and student research assistants. We are actively recruiting new members to join this new and dynamic group.
Position Title: Data Scientist I, II, III, Computational biologist I, II, III or Postdoctoral Fellow (Bioinformatics/Biostatistics)
Duties & Responsibilities: For bioinformatics scientists, the projects include developing novel method for analysis and integration of multiple-omics data, and single cell genomics and transcriptome analysis. For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learning methods on real medical problems.",4.0,"UT Southwestern Medical Center
4.0",Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,1,67,120,93.5,UT Southwestern Medical Center,Remote,80,0,0,0,0,0
REMOTE: Data Scientist,Employer Provided Salary:$70K - $140K,"The Mental Wellbeing team leverages advanced analytics techniques, consulting approaches and healthcare expertise to power mental health innovation for our members and customers. Our over-arching goal is to deliver high quality mental wellbeing that a is tailored to our members clinical needs, and higher quality of care for a cheaper price. As a Data Scientist – Mental Wellbeing, you will be working with cross-functional experts across the mental wellbeing space including strategy, product, operations, sales, account management and with our clinical experts – to design, build and implement initiatives which enable smarter, self-service reporting and analytics for our largest clients. You will apply your experience in research, statistics, and modeling to solve complex problems that are top of mind of our mental wellbeing leaders.

Responsibilities:

Write complex SQL queries to extract data from SQL Server/Hadoop/GCP environments which will serve as underpinnings of ad-hoc and recurring analyses


The typical pay range for this role is:
Minimum: 70,000
Maximum: 140,000

This pay range represents the base hourly rate or base annual full-time salary for all positions in the job grade within which this position falls. The actual base salary offer will depend on a variety of factors including experience, education, geography and other relevant factors. This position is eligible for a CVS Health bonus, commission or short-term incentive program in addition to the base pay range listed above.

In addition to your compensation, enjoy the rewards of an organization that puts our heart into caring for our colleagues and our communities. The Company offers a full range of medical, dental, and vision benefits. Eligible employees may enroll in the Company's 401(k) retirement savings plan, and an Employee Stock Purchase Plan is also available for eligible employees. The Company provides a fully-paid term life insurance plan to eligible employees, and short-term and long term disability benefits. CVS Health also offers numerous well-being programs, education assistance, free development courses, a CVS store discount, and discount programs with participating partners. As for time off, Company employees enjoy Paid Time Off (PTO) or vacation pay, as well as paid holidays throughout the calendar year. Number of paid holidays, sick time and other time off are provided consistent with relevant state law and Company policies.

For more detailed information on available benefits, please visit


2-3 years of experience in SQL working with big data platforms (e.g., HDP, AWS, GCP, etc.) and multiple data sources






Bring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.",3.1,"CVS Health
3.1",Pennsylvania,10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,1,70,140,105.0,CVS Health,Remote,60,0,0,0,1,0
Applied Data Scientist,Employer Provided Salary:$70K - $110K,"Job Summary:
Webstaurant Store, the world’s largest online restaurant supply company, is looking for a full-time Applied Data Scientist to join the Analytics team. The Applied Data Scientists are responsible for supplying statistical rigor to the team’s analytics projects, aimed at discovering actionable insights and opportunities for growth and optimization for the organization.
This role can be remote (See below for remote work requirements) or based in one of our offices (Lititz, PA or Tampa, FL).
Responsibilities include, but are not limited to:
Advising on analysis and modeling techniques, selecting the best fit for structured & unstructured, complex data, and developing custom analytics models to generate insights that drive value for our customers and unlock competitive advantage for our organization",3.8,"Webstaurant Store
3.8","Lititz, PA",1001 to 5000 Employees,2004,Company - Private,Other Retail Stores,Retail & Wholesale,$500 million to $1 billion (USD),0,1,70,110,90.0,Webstaurant Store, PA,19,0,0,0,0,0
Data Scientist,$93K - $133K (Glassdoor est.),"We are a leading financial services provider committed to making decisions easier and lives better for our customers and colleagues around the world. From our environmental initiatives to our community investments, we lead with values throughout our business. To help us stand out, we help you step up, because when colleagues are healthy, respected and meaningfully challenged, we all thrive. Discover how you can grow your career, make impact and drive real change with our Winning Team today.
Working Arrangement
Hybrid
Job Description

Boston, Massachusetts
$83,440.00 USD - $154,960.00 USD
Company: John Hancock Life Insurance Company (U.S.A.)",3.9,"John Hancock
3.9","Boston, MA",1001 to 5000 Employees,1862,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $100 million (USD),0,0,93,133,113.0,John Hancock, MA,161,0,0,0,0,0
Junior AI Engineer,$70K - $109K (Glassdoor est.),"You…
You are passionate about creative applications of AI to seemingly intractable problems. You love impacting the mission of the US Intelligence Community, Department of Defense, and other US government agencies. You are not only a big thinker but also a doer, creator, and engineer.
Us…
We were founded as a fresh alternative in the Government Consulting Community and are dedicated to the belief that results are a product of analytical thinking, agile design principles and that solutions are built in collaboration with, not for, our customers. This mantra drives us to succeed and act as true partners in advancing our client’s missions.
Program Mission…",4.2,"Octo
4.2","Reston, VA",1001 to 5000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,0,70,109,89.5,Octo, VA,17,0,0,0,0,0
"Data Scientist, Analytics",Employer Provided Salary:$92K - $129K,"Are you passionate about Facebook’s product, analytics and technology? The Analytics team is looking for fast-moving analytics candidates and data junkies who want to make an impact. Candidates will help own analytics for a particular product or business at Facebook and work with product managers and engineers to translate the analysis into meaningful impact to the business. Please note that candidates will have a general interview and then we will make a determination of actual team assignments.


Data Scientist, Analytics Responsibilities:
Perform large-scale data analysis and develop effective statistical models for segmentation, classification, optimization, time series, etc.
Design and implement reporting dashboards that track key business metrics and provide actionable insights",3.9,"Meta
3.9","Menlo Park, CA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,92,129,110.5,Meta, CA,19,0,0,0,0,0
Junior Data Scientist,Employer Provided Salary:$55K - $60K,"Brookfield, WI, USA
Summary:
Hiring Fresher to 1 year experience in Data Science, ML with python and strong analytical skills with a passion to take part in R&D.
About AugRay:
Augray is on a mission to build next generation method of communication using Extended Reality – XR (AR/ VR/ MR) technologies and change the way businesses re conducted and how interactions happen with people. In an age where innovation is happening all around us, there’s commonality – people are driving these changes. We offer a solution that helps to articulate product demonstration and how people conversation takes place using smartphones and wearable glasses.",3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55,60,57.5,Augray, WI,9,1,0,0,0,0
Data Scientist,Employer Provided Salary:$88K - $110K,"We Are Overstock:
At Overstock.com, we believe that everyone should “Be You!”. Overstock is a community that upholds a culture of understanding, acceptance, and respect. We believe a person’s individuality is at the core of diversity, and those traits, beliefs, and characteristics should be valued and embraced. Living by this ethos is essential to the success of our business. Our goal is to foster a more diverse environment where every employee visibly demonstrates inclusive behaviors and respect for individuals.
This position is eligible for remote work. Currently we can hire employees in the following states: Arizona, California, Connecticut, Florida, Idaho, Kansas, Maine, Massachusetts, Michigan, Minnesota, New Hampshire, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Rhode Island, South Dakota, Texas, Utah, Washington, Wisconsin, Wyoming. This role will have occasional on site expectations.",3.1,"Overstock.com Inc.
3.1",Remote,1001 to 5000 Employees,1999,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),0,1,88,110,99.0,Overstock.com Inc.,Remote,24,0,0,0,0,0
Junior Scientific Programmer/Data Scientist,$70K - $105K (Glassdoor est.),"All required qualifications must be documented on application materials.

Required Qualifications:
B.A./B.S. in Computer Science/Math/Statistics/Physics/Informatics or related technical discipline and 2 years of related experience or a combination of education and experience in a research or technical environment to equal six (6) years.
Experience with Matlab or Python or R.
Experience with SQL or other database technology.
Experience writing code for complex computer programs independently. Please provide a link to samples of your code available online (Github or similar services).
Experience with basic machine learning or statistical methods.",4.2,"University of Minnesota
4.2","Minneapolis, MN",10000+ Employees,1851,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,70,105,87.5,University of Minnesota, MN,172,1,0,0,0,0
RGM Data Scientist,$96K - $144K (Glassdoor est.),"Beam Suntory is Crafting the Spirits that Stir the World. Rooted in two centuries of family heritage, Beam Suntory has evolved into the world's third largest leading premium spirits company ... where each employee is treated like family and trusted with legacy. With our greatest assets - our premium spirits and our people - we're driving growth through impactful marketing, innovation and an entrepreneurial spirit. Beam Suntory is a place where you can come Unleash your Spirit by making an impact each and every day.

RGM Data Scientist

The following position is open in Illinois, United States.",3.9,"Beam Inc.
3.9","Chicago, IL",5001 to 10000 Employees,2014,Company - Private,Food & Beverage Manufacturing,Manufacturing,$1 to $5 billion (USD),0,0,96,144,120.0,Beam Inc., IL,9,0,0,0,0,0
Data Scientist 2,$100K - $154K (Glassdoor est.),"Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.

Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.",3.9,"Oracle
3.9","Los Angeles, CA",10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,0,100,154,127.0,Oracle, CA,46,0,0,0,0,0
Data Scientist,$96K - $139K (Glassdoor est.),"As a Data Scientist at Octo, you will work across our client engagements, providing expertise in data collection, data analysis, data mapping, data profiling, data mining, data modeling, predictive modeling, and machine learning to support an initiative within the Department of Veterans Affairs (VA). You will be responsible for solutioning and development of production-ready statistical and machine learning models that leverage healthcare, healthcare operations, and related datasets, as well as contribute to and produce technical and data process documentation. Must have experience in healthcare or healthcare analytics.
Us...
We were founded as a fresh alternative in the Government Consulting Community and are dedicated to the belief that results are a product of analytical thinking, agile design principles and that solutions are built in collaboration with, not for, our customers. This mantra drives us to succeed and act as true partners in advancing our client’s missions.",4.2,"Octo
4.2","Reston, VA",1001 to 5000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,0,96,139,117.5,Octo, VA,17,0,0,0,0,0
Junior Data Scientist,Employer Provided Salary:$80K - $100K,"Club Quarters Application- US

Junior Data Scientist
The Junior Data Scientist is a talented, creative, and motivated data scientist who loves data. The role is supporting our organization with data research and transformation for analytics. This individual will be responsible for ensuring data availability in a timely manner and data accuracy from many disparate systems for reporting and statistical analysis.

MAJOR DUTIES AND RESPONSIBILITIES
•
Build and maintain systems and processes by which we can review and verify the integrity and quality of our data before sharing with internal and external parties
Monitor real-time incoming data to detect anomalies and identify ways to improve our data collection and monitoring systems
REQUIRED QUALIFICATIONS
•
EDUCATION AND EXPERIENCE
KEY RELATIONSHIPS",3.3,"Club Quarters
3.3","Stamford, CT",501 to 1000 Employees,-1,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,0,1,80,100,90.0,Club Quarters, CT,2024,0,0,0,0,0
Associate Data Engineer,Employer Provided Salary:$82K - $136K,"Who Are We?
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Job Category
Technology
Compensation Overview
The annual base salary range provided for this position is a nationwide market range and represents a broad range of salaries for this role across the country. The actual salary for this position will be determined by a number of factors, including the scope, complexity and location of the role; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. As part of our comprehensive compensation and benefits program, employees are also eligible for performance-based cash incentive awards.
Salary Range
$82,200.00 - $135,600.00
1
Travelers Data Engineering team constructs pipelines that contextualize and provide easy access to data by the entire enterprise. As an Associate Data Engineer you will aid in growing and transforming our analytics landscape. You will leverage your ability to rapidly grasp and design new technologies, as well as your creativity and curiosity to capture, explore and transform data to support Artificial Intelligence, Machine Learning and business intelligence/insights.

Work arrangement is based on location.",4.0,"The Travelers Companies, Inc.
4.0","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,1,82,136,109.0,"The Travelers Companies, Inc.", CT,170,0,0,0,0,0
Associate Data Scientist,Employer Provided Salary:$70K - $110K,"Position: Associate Data Scientist
Location: Remote
Reports to: Chief Analytics Officer
Position Type: Full Time
Compensation: $70,000 - $110,000
Travel Required: Up to 5%

About Us: Netrush partners with brands to increase value at all points between your business and the consumer, bringing data, technology, strategy, and infrastructure to help them thrive on Amazon and other ecommerce platforms. With headquarters in Vancouver, Washington, and several processing facilities across North America, Netrush provides integrated retail capabilities ranging from logistics and data science to brand control and creative services, helping brands outsmart, not outspend, the competition.",3.0,"Netrush
3.0","Vancouver, WA",51 to 200 Employees,2006,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,1,70,110,90.0,Netrush, WA,17,0,0,0,0,0
Data Scientist- Epidemiology,$94K - $151K (Glassdoor est.),"Signature Science provides a broad range of scientific and analytical expertise to our clients in both mission support and research & development related to public health and national security. We're looking for a data scientist with an epidemiology background to add to our growing team of data scientists, bioinformaticians, statisticians, and software developers.

Team and Position Overview:
Our infectious disease modeling group is a small team with an outsized impact. The successful applicant will work with our team to enhance the nation's next-generation disease forecasting capabilities, supported by the CDC's new Center for Forecasting and Outbreak Analytics. You'll be part of a multidisciplinary team working on a variety of projects spanning infectious disease modeling and forecasting, genomics, bioinformatics, and other data science infrastructure development. The team develops primarily using R, tidyverse, Shiny, and deploys to cloud environments using containerization technologies such as Docker. The successful applicant will be an expert in these technical areas and have experience working with biomedical, clinical and/or epidemiological surveillance data.",3.4,"Signature Science, LLC
3.4","Charlottesville, VA",51 to 200 Employees,-1,Company - Private,Business Consulting,Management & Consulting,$25 to $100 million (USD),0,0,94,151,122.5,"Signature Science, LLC", VA,2024,0,0,0,0,0
Data Scientist or Bioinformatician (remote),Employer Provided Salary:$67K - $120K,"Center Information:
The Quantitative Biomedical Research Center (QBRC) is a well-established research center at UT Southwestern Medical Center (UTSW). It aims to foster collaborations involving quantitative methods and technologies in any aspect of biomedical research, particularly for understanding disease etiologies and developing treatment and prevention strategies. Currently, the center has six faculty members, around 40 staff members, postdocs and student research assistants. We are actively recruiting new members to join this new and dynamic group.
Position Title: Data Scientist I, II, III, Computational biologist I, II, III or Postdoctoral Fellow (Bioinformatics/Biostatistics)
Duties & Responsibilities: For bioinformatics scientists, the projects include developing novel method for analysis and integration of multiple-omics data, and single cell genomics and transcriptome analysis. For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learning methods on real medical problems.",4.0,"UT Southwestern Medical Center
4.0",Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,1,67,120,93.5,UT Southwestern Medical Center,Remote,80,0,0,0,0,0
Data Scientist,Employer Provided Salary:$120K - $180K,"Title: Data Scientist
Duration: Full Time
Remote
Required Skills:
Min 15+ Years Exp Candidate Required
Design, create and maintain predictive data models will be the primary responsibility of the data scientist.
Utilize modern data preparation, integration and AI-enabled metadata management tools and techniques.
Track data consumption patterns.",5.0,"Hanker Systems Inc
5.0",Remote,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,1,120,180,150.0,Hanker Systems Inc,Remote,2024,0,0,0,0,0
Junior Data Scientist,$84K - $120K (Glassdoor est.),"Overview:
LMI is a consultancy dedicated to powering a future-ready, high-performing government, drawing from expertise in digital and analytic solutions, logistics, and management advisory services. We deliver integrated capabilities that incorporate emerging technologies and are tailored to customers’ unique mission needs, backed by objective research and data analysis. Founded in 1961 to help the Department of Defense resolve complex logistics management challenges, LMI continues to enable growth and transformation, enhance operational readiness and resiliency, and ensure mission success for federal civilian and defense agencies. LMI was recently awarded the #1 spot on the Washington Post Top Workplaces list for 2021!

This position is embedded within our Advanced Analytics & AI practice. Leverage your curiosity and problem-solving skills to explore, discover, and predict patterns contained within data sets for a wide range of government clients. This includes the derivation of clear narratives that help our clients understand their data and how those insights address their research questions.
Responsibilities:
Qualifications:
EEO Statement:",4.2,"Logistics Management Institute
4.2","Tysons Corner, VA",1001 to 5000 Employees,1961,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,0,84,120,102.0,Logistics Management Institute, VA,62,0,0,0,0,0
Data Scientist,$93K - $133K (Glassdoor est.),"We are a leading financial services provider committed to making decisions easier and lives better for our customers and colleagues around the world. From our environmental initiatives to our community investments, we lead with values throughout our business. To help us stand out, we help you step up, because when colleagues are healthy, respected and meaningfully challenged, we all thrive. Discover how you can grow your career, make impact and drive real change with our Winning Team today.
Working Arrangement
Hybrid
Job Description

Boston, Massachusetts
$83,440.00 USD - $154,960.00 USD
Company: John Hancock Life Insurance Company (U.S.A.)",3.9,"John Hancock
3.9","Boston, MA",1001 to 5000 Employees,1862,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $100 million (USD),0,0,93,133,113.0,John Hancock, MA,161,0,0,0,0,0
Scientific Programmer/Data Scientist,$78K - $114K (Glassdoor est.),"All required qualifications must be documented on application materials.
Required Qualifications:
B.A./B.S. in Computer Science/Math/Statistics/Physics/Informatics or related technical disciplines and 2 years of related experience or a combination of education and experience in a research or technical environment to equal six (6) years.
Experience with R or Matlab or Python. Experience with SQL.
Experience writing code for complex computer programs independently. Please provide a link to samples of your code available online (Github or similar services).
Experience with basic machine learning or statistical methods.
Strong communication skills.",4.2,"University of Minnesota
4.2","Minneapolis, MN",10000+ Employees,1851,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,78,114,96.0,University of Minnesota, MN,172,1,0,0,0,0
Jr. Data Scientist,$65K - $104K (Glassdoor est.),"Job Type: Full Time
We are looking for Jr. Data Scientists to join our team.
Kyla is the next generation of healthcare tech. Our mission is to help people live longer and healthier. With the latest AI technologies, we provide the best digital healthcare for everyone. We have several digital products such as mobile app, and three web applications for companies and doctors. We work with Fortune 500 companies. Our solutions are used by thousands, and recently we won the Exceptional Innovation By The 2020 Pandemic Tech Innovation Awards. Our team is bright minds who love their job and development and are not afraid of working in a fast-growing lean startup.
If you would like to join us, do not hesitate to apply.
Required skills:",3.5,"Kyla
3.5","San Jose, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,65,104,84.5,Kyla, CA,2024,0,0,0,0,0
